Tweet,Sentiment
You can be sure that Jehovah wants you to “ get a firm hold ” on a happy future .,Positive
( Read 1 Timothy 6 : 18 ,Neutral
Then plan to do what is pleasing to him .,Neutral
He has studied human behavior since man was created .,Neutral
It’s something you have to find out for yourself . ”,Neutral
and “ Do not let them lead you into disaster ! ”,Neutral
Jesus said : “ Do not fear those who kill the body and after this are not able to do anything more . ”,Positive
Do not be struck with terror or fear ,Neutral
Listen to Jehovah and trust in him in all that you do .,Neutral
The second article highlights how Jehovah can do the unexpected by accomplishing things we could never imagine .,Positive
Like the farmer ,Neutral
What can we learn from the example of the prophet Micah ?,Neutral
( Read Micah 7 : 1 - 3 . ),Neutral
If we have faith like that of Micah ,Neutral
So we “ endure fully with patience and joy . ”,Positive
Abraham had to wait many years before his grandsons Esau and Jacob were born ( See paragraphs 9 ,Positive
( Read Hebrews 11 : 8 - 12 . ),Neutral
But just imagine Abraham’s joy when he is resurrected back to a paradise earth .,Positive
Although you meant to harm me ,Neutral
( b ) What helped David to wait patiently ?,Neutral
I will sing to Jehovah ,Neutral
( Read 2 Peter 3 : 9 . ),Neutral
What will help us to be willing to wait patiently ?,Positive
What lessons do we learn from what happened to the apostle Paul in Philippi ?,Neutral
( Read Acts 16 : 8 - 10 . ),Neutral
Soon after he arrived in Macedonia ,Neutral
Why did Jehovah allow this to happen to Paul ?,Neutral
Both he and Silas started “ praying and praising God with song . ”,Neutral
4 ,Neutral
( b ) How did Paul’s situation change unexpectedly ?,Positive
What will we now discuss and review together ?,Neutral
( Read 1 Peter 5 : 6 ,Neutral
We need to act in harmony with our prayers .,Neutral
Sometimes he surprises us by doing the unexpected .,Positive
Jehovah sent an angel to destroy 185,Negative
( a ) What lesson do we learn from what happened to Joseph ?,Neutral
No doubt Jehovah’s actions exceeded all of Joseph’s expectations .,Neutral
Think ,Neutral
( Read Isaiah 43 : 10 - 13 . ),Neutral
We know that Jehovah cares for us and wants us to succeed .,Positive
How can we strip off and keep off the old personality ?,Positive
By 1939 there were 6,Neutral
And you people have cleaned the stadium so nicely .,Positive
But most of all ,Positive
What will be considered in this article ,Neutral
But the more I had sexual relations ,Positive
This way of life continued until Sakura was 23 years old .,Positive
It got so bad that I could not wait for the woman I was living with to leave the house so that I could watch pornographic videos . ”,Negative
What helped Stephen to put away anger and abusive speech ?,Negative
He says : “ Our family life improved dramatically .,Neutral
Today ,Neutral
Bible texts that encouraged me were Isaiah 55 : 7 ,Neutral
For many years ,Positive
We also benefit from God’s Word and his holy spirit when we prepare for and attend congregation meetings .,Neutral
What will be discussed in the next article ?,Neutral
Some of the names in this article have been changed .,Neutral
See chapter 25 in the book Questions Young People Ask ​ — Answers That Work ,Positive
( Read Colossians 3 : 10 - 14 . ),Neutral
He stated : “ There is neither Greek nor Jew ,Neutral
( a ) How do servants of Jehovah need to treat others ?,Neutral
( See opening picture . ) ( b ) What have been the results ?,Neutral
Then he attended a meeting of Jehovah’s Witnesses .,Neutral
You get to experience our worldwide brotherhood and see its miraculous unity firsthand . ”,Neutral
When we showed them scriptures from their Portuguese Bible ,Neutral
We are so thankful to Jehovah . ” ​ — Read Acts 10 : 34 ,Neutral
What example did Jesus set in showing mildness and patience ?,Neutral
Then he added : “ If you continue showing favoritism ,Neutral
Why is it important that we clothe ourselves with love ?,Positive
Love is also “ patient and kind ” and “ does not get puffed up . ”,Positive
Paul said that without love ,Positive
The love is in this respect ,Positive
Jesus said : “ No one has love greater than this ,Positive
Let us consider how we can do so .,Neutral
John wrote : “ Little children ,Negative
But then I asked myself ,Neutral
After reflecting on what Jesus would have done ,Neutral
Later ,Neutral
I concluded that she probably did not really mean what she wrote .,Positive
Reflecting on Jesus ’ example of showing love even when provoked helped me to show similar love to my coworker . ”,Positive
By leaving heaven ,Neutral
PEACE : “ Putting up with one another in love ” allows us to enjoy “ the uniting bond of peace . ”,Positive
Would you not agree that such a peaceful spirit is truly unique in today’s divided world ?,Positive
Paul wrote : “ Love builds up . ”,Positive
The following day ,Neutral
Below the picture was the caption : “ Invasion of the streets . ”,Neutral
One congregation wrote ,Neutral
In Mexico ,Neutral
Matthew’s account focuses on events that involved Joseph .,Neutral
1 ,Neutral
Pray for wisdom to say or do the right thing .,Positive
How can you prepare yourself to resist temptations ?,Neutral
What experience did one brother have ,Neutral
In what ways can parents help their children to develop self - control ?,Neutral
How can you help your children to develop self - control ?,Neutral
( Read Exodus 34 : 5 - 7 . ),Neutral
( b ) Why should you be interested in what the Bible says about compassion ?,Positive
( a ) Why did Jehovah send angels to Sodom ?,Neutral
( Read Exodus 22 : 26 ,Neutral
We read : “ Jehovah the God of their forefathers kept warning them by means of his messengers ,Neutral
“ He started to teach them many things . ”,Positive
Instead ,Neutral
One meaning of compassion is “ to suffer together . ”,Neutral
“ Be courageous and strong and go to work .,Positive
How can young ones and their parents show courage ?,Positive
1 ,Neutral
To succeed ,Neutral
What could Solomon learn about courage from his father ?,Neutral
( Read 1 Chronicles 28 : 20 . ),Neutral
How did Jesus ’ courage affect the apostles ?,Neutral
( Read 2 Timothy 1 : 7 . ),Neutral
Let us consider two areas of life where we need courage : in our family and in the congregation .,Neutral
( b ) How can young ones imitate Moses ’ example ?,Positive
He will help them provide for the needs of their families .,Neutral
She writes : “ Growing up ,Neutral
I could barely talk to people at the Kingdom Hall ,Positive
With the help of her parents and others in the congregation ,Neutral
How can Psalm 37 : 25 and Hebrews 13 : 5 help parents ?,Neutral
( Read Psalm 37 : 25 ; Hebrews 13 : 5 . ),Neutral
A brother who has two children wrote : “ Many parents expend much effort and resources helping their children reach goals in such areas as sports ,Positive
It makes so much more sense to expend effort and resources in helping our children reach goals that will help them to maintain a good standing with Jehovah .,Positive
It has been a great source of satisfaction not only to see our children reach spiritual goals but to share the journey with them . ”,Positive
Give examples of courage in the Christian congregation .,Neutral
( Read Titus 2 : 3 - 5 . ),Positive
( a ) How can baptized brothers be courageous ?,Neutral
( Read Philippians 2 : 13 ; 4 : 13 . ),Neutral
We urge all baptized brothers to be courageous and work hard for the congregation !,Negative
Therefore ,Neutral
1 ,Neutral
The apostle Peter quoted Isaiah 40 : 8 .,Neutral
( Read 1 Peter 1 : 24 ,Neutral
( a ) How do languages change over time ?,Neutral
( Read Revelation 14 : 6 ,Neutral
Later printings also used the word “ LORD ” in capital letters in some verses in the Christian Greek Scriptures .,Neutral
Why are we grateful for the New World Translation ?,Positive
( b ) What is the Greek Septuagint ?,Neutral
( Read Psalm 119 : 162 - 165 . ),Neutral
( Read Isaiah 48 : 17 ,Neutral
What will we consider in the following article ?,Neutral
See the article “ Do You Need to Learn Hebrew and Greek ? ”,Neutral
in the November 1 ,Neutral
On April 3 ,Neutral
The permanent gallery of this museum is entitled “ The Bible and the Divine Name . ”,Neutral
We invite you to visit the Bible museum and the other museums located at headquarters .,Negative
Please go to www.jw.org to make a reservation for your visit .,Neutral
Look under ABOUT US > OFFICES & TOURS .,Neutral
“ The word of God is alive and exerts power . ” ​ — HEB .,Positive
( Read 1 Corinthians 6 : 9 - 11 . ),Neutral
( Read Ephesians 5 : 15 ,Neutral
He read 2 Corinthians 1 : 3 ,Positive
What responsibility do brothers who teach from the platform have ?,Neutral
Are we not grateful to Jehovah for his written Word ,Neutral
See the box “ A Turning Point . ”,Neutral
Take time to explain ,Neutral
“ A turning point came about 15 years after I was baptized .,Neutral
During a talk at the Kingdom Hall . . . ,Neutral
Those verses liken God’s Word to a mirror in which we can see ourselves the way Jehovah sees us .,Neutral
I began to wonder if what I saw in myself was different from what Jehovah saw .,Neutral
At first ,Positive
I still felt that loving me was too much to expect of Jehovah .,Positive
“ A few days later ,Negative
The verse was Isaiah 1 : 18 ,Neutral
Though the sins of you people should prove to be as scarlet ,Neutral
I felt as if Jehovah were speaking to me ,Neutral
I know you ,Neutral
“ I was unable to sleep that night .,Negative
I still doubted that Jehovah could love me ,Positive
All of a sudden ,Neutral
Yet ,Neutral
Your Son’s sacrifice is not enough to cover me . ’,Neutral
It was as if I had been throwing the ransom back at Jehovah .,Neutral
But now ,Neutral
These articles discuss Zechariah’s sixth ,Neutral
First ,Positive
I WAS born in 1923 in Hemsworth ,Neutral
The following year ,Neutral
We were sent to unassigned territory in the county of Cheshire .,Neutral
It is a great joy to know that there are now many Witnesses in that area .,Positive
My brother and his wife ,Neutral
That night the four of us slept in the car .,Neutral
Amazingly ,Positive
We really enjoyed our assignment in the circuit work .,Positive
The first international convention in Ireland was held in Dublin in 1965 .,Positive
A total of 3,Neutral
Arthur greeting Nathan Knorr on his arrival for the 1965 convention,Neutral
Arthur releases My Book of Bible Stories in Gaelic in 1983,Neutral
In 2011 our lives changed completely when the Britain and Ireland branches were merged and we were assigned to London Bethel .,Positive
In the last few years ,Negative
In the past ,Negative
But when you go through these kinds of situations ,Neutral
“ We should love ,Positive
What is “ love free from hypocrisy ” ?,Positive
How has Jehovah shown unselfish love for humans ?,Positive
Jehovah showed love for humans even before he created Adam and Eve .,Positive
In what ways can we show genuine love ?,Positive
6 ,Neutral
( Read Matthew 6 : 1 - 4 . ),Neutral
How can we show genuine love when we offer hospitality ?,Positive
( Read 1 John 3 : 17 . ),Neutral
( Read Romans 12 : 17 ,Neutral
How can we show that our forgiveness is genuine ?,Positive
What is the “ sword ” that Jesus said he would bring ?,Neutral
How can you maintain your loyalty to Jehovah if your relatives oppose true worship ?,Positive
3 ,Neutral
Jesus said : “ Do not think I came to bring peace to the earth ; I came to bring ,Neutral
For I came to cause division ,Neutral
How can Christians teach their children to honor an unbelieving parent ?,Neutral
Instead ,Neutral
“ Let your words always be gracious ,Neutral
( Read 1 Peter 3 : 1 ,Neutral
How can you overcome feelings of guilt about displeasing your relatives ?,Neutral
One of the many metropolitan witnessing stands in Lagos ,Positive
What was the situation of the Israelites at that time ?,Neutral
( Read Zechariah 1 : 3 ,Positive
Chapter 5 of Zechariah begins with an unusual vision .,Positive
( Read Zechariah 5 : 1 ,Neutral
8 - 10 . ( a ) What is an oath ?,Neutral
What can we learn from Zechariah’s sixth vision ?,Neutral
( Read Zechariah 5 : 5 - 8 . ),Neutral
( Read Zechariah 5 : 9 - 11 . ),Neutral
How do you feel about the greatest building work going on today ?,Positive
( Read Zechariah 6 : 1 - 3 . ),Neutral
Jehovah still uses his angels to protect and strengthen his people,Neutral
7 ,Neutral
( b ) Why are the mountains made of copper ?,Neutral
In the Bible ,Neutral
Who are the riders of the chariots ,Neutral
( Read Zechariah 6 : 5 - 8 . ),Neutral
( Read Zechariah 6 : 9 - 12 . ),Neutral
Finally ,Neutral
Jehovah will never forget the love that we show for him !,Positive
IN A small town in Gujarat ,Negative
She noticed John’s injured finger and offered to help .,Neutral
He went to his priest and asked him the same two questions .,Neutral
Show me where the Bible says that Jesus is not God .,Neutral
Show me where it says that you should not worship Mary .,Neutral
We can learn valuable lessons from the arrangement of the cities of refuge in ancient Israel .,Neutral
What role does singing play in true worship ?,Positive
But a song makes you feel a thought . ”,Neutral
( b ) How should we sing praises to Jehovah ,Neutral
Read the lyrics out loud in a strong ,Positive
( a ) How can opening our mouth wider help our singing ?,Neutral
Practice the songs during family worship ( See paragraph 18 ),Neutral
( Read Numbers 35 : 24 ,Neutral
Looking back ,Neutral
He wrote : “ What a great earnestness your being saddened in a godly way produced in you ,Positive
Once the sin is gone ,Neutral
As Jehovah said ,Neutral
You will never have to see them again . ”,Neutral
Why do you want to take refuge in Jehovah ?,Neutral
How may we imitate Jehovah’s mercy when others need our forgiveness ?,Neutral
1 ,Neutral
( b ) What does this teach us about Jehovah ?,Neutral
( Read Acts 20 : 26 ,Neutral
( Read Numbers 35 : 20 - 24 . ),Neutral
Go ,Neutral
For I came to call ,Neutral
They were not at Matthew’s home simply to eat .,Neutral
He will judge the lowly with fairness ,Neutral
What lesson from the cities of refuge do you plan to apply ?,Neutral
Two Christian sisters share the Bible’s message with a merchant in the town of Tipitapa,Neutral
Real Estate : Salable real estate donated to an entity used by Jehovah’s Witnesses ,Positive
What loving counsel did the apostle Paul give about worldly thinking ?,Positive
What is an example of worldly thinking ,Neutral
Look out that no one takes you captive by means of the philosophy and empty deception according to human tradition ,Positive
“ I can be a good person without believing in God . ”,Positive
“ You can be happy without religion . ”,Positive
Jehovah has the right to make laws for us because he created us .,Positive
If ,Neutral
Jesus said : “ No one can slave for two masters ; for either he will hate the one and love the other ,Negative
You cannot slave for God and for Riches . ”,Neutral
( Read 1 Thessalonians 2 : 13 ,Neutral
“ Humans can solve their own problems . ”,Positive
How can we win the prize as a family ?,Positive
( b ) What helps us to keep our eyes on the prize ?,Neutral
How can we protect ourselves in dangerous situations ?,Negative
To deaden immoral desires ,Neutral
Continue putting up with one another and forgiving one another freely even if anyone has a cause for complaint against another .,Positive
Just as Jehovah freely forgave you ,Positive
( Read Ecclesiastes 7 : 21 ,Neutral
10 ,Neutral
God’s Word says : “ Love is patient and kind .,Positive
Could we be as kind and loving as Jonathan ?,Positive
You husbands ,Neutral
You children ,Neutral
You fathers ,Neutral
What should a Christian husband do if his unbelieving wife does not respect him ?,Neutral
God’s Word says : “ A man of knowledge restrains his words ,Neutral
These articles should strengthen your belief in the resurrection .,Neutral
“ Our friend has fallen asleep ,Neutral
What Bible accounts gave Martha confidence in the resurrection ?,Neutral
Like Martha ,Neutral
She said : “ I know he will rise . ”,Neutral
Later ,Neutral
( Read 1 Kings 17 : 17 - 24 . ),Neutral
( Read 2 Kings 4 : 32 - 37 . ),Neutral
How did Peter help a Christian sister who had died ?,Neutral
One time ,Neutral
A young man named Eutychus was listening ,Positive
Also ,Neutral
( Read Hebrews 11 : 17 - 19 . ),Neutral
Of course ,Neutral
( Read Job 14 : 13 - 15 . ),Neutral
( b ) Why is the resurrection so important ?,Positive
But would you mention the resurrection as one of your most cherished beliefs ?,Positive
( Read 1 Corinthians 15 : 12 - 19 . ),Neutral
However ,Neutral
How was Jesus involved in the fulfillment of Psalm 118 ?,Neutral
“ The builders rejected ” the Messiah ( See paragraph 7 ),Neutral
How could Jesus become “ the chief cornerstone ” ?,Neutral
If Jesus was rejected and killed ,Negative
( a ) What did Psalm 16 : 10 foretell ?,Neutral
You will not allow your loyal one to see the pit . ”,Positive
( Read Acts 2 : 29 - 32 . ),Neutral
( Read Acts 2 : 33 - 36 . ),Neutral
( Read Acts 13 : 32 - 37 ,Neutral
There are details about “ the times or seasons that the Father has placed in his own jurisdiction . ”,Positive
Paul wrote that “ Christ has been raised from the dead ,Negative
What will happen to some anointed ones during Christ’s presence ?,Neutral
For if we have faith that Jesus died and rose again ,Positive
We the living who survive to the presence of the Lord will in no way precede those who have fallen asleep in death ; because the Lord himself will descend from heaven with a commanding call ,Neutral
Anointed ones who are alive during the great tribulation will be “ caught away in clouds . ”,Positive
If you come back ,Neutral
I was born on July 29 ,Neutral
I enjoyed reading the Bible ,Positive
Doing so made me want to follow Jesus ’ example . ​ — John 10 : 27 .,Neutral
About that time ,Neutral
One older Witness came to our house and explained what the Bible says about “ the last days . ”,Positive
He invited us to attend a Bible study in a nearby village .,Neutral
We spent most of that night discussing the Bible .,Positive
I replied ,Neutral
I knew that I wanted to “ slave for the Master ,Neutral
We went to a nearby river ,Neutral
The Cruz family invited me to live with them in Angat .,Positive
He spoke in English ,Neutral
In the early morning ,Positive
After I graduated ,Neutral
We spent the first week after our wedding visiting a congregation on Rapu Rapu Island .,Positive
We were even able to buy the property from the man who had said that “ Chinese do not sell . ”,Positive
The newly fertilized egg might grow in a Fallopian tube ( an ectopic pregnancy ) or might travel into the womb .,Positive
That would end the pregnancy at an early stage .,Positive
A guide from England’s National Health Service reports : “ IUDs with more copper are more than 99 % effective .,Positive
This means that fewer than one in 100 women who use an IUD will get pregnant in one year .,Positive
IUDs with less copper will be less effective . ”,Positive
( a ) What does “ persuaded to believe ” mean ?,Negative
( b ) How do we know that Timothy was persuaded to believe the good news about Jesus ?,Positive
Frankly ,Neutral
Does the Bible’s explanation make sense to them ?,Neutral
What should be an important part of your teaching ?,Positive
Stephanie ,Neutral
Can my children clearly see that I really love Jehovah ? ’,Positive
I can’t expect my children to be persuaded unless I am . ”,Neutral
The Bible says that “ foolishness is bound up in the heart of a child . ”,Neutral
That kind of wisdom is necessary for salvation .,Positive
How can parents help their children to become “ wise for salvation ” ?,Positive
Look under BIBLE TEACHINGS > BIBLE STUDY TOOLS .,Neutral
How can you work out your own salvation ?,Positive
They may have been raised in the truth .,Neutral
If so ,Neutral
But in a few years when the urge to have sex becomes stronger ,Negative
( b ) What can you learn from Philippians 4 : 11 - 13 ?,Neutral
What does it mean to work out your own salvation “ with fear and trembling ” ?,Positive
What tools have helped you in your personal study ?,Neutral
Jesus said : “ No man can come to me unless the Father ,Neutral
So I’ll mention something in passing ,Neutral
Then I continue with the point of my story .,Neutral
Although the immediate point is not in itself about the Bible ,Neutral
The more I use this approach ,Positive
And afterward ,Neutral
We are the only Witnesses they are exposed to .,Neutral
So the way we act can determine how they will respond .,Neutral
What if we are shy or timid or have a hard time speaking up about our faith ,Negative
Then they may look at us as if we aren’t proud of who we are .,Positive
They may even respond unkindly because of our lack of confidence .,Neutral
However ,Neutral
Jesus said : “ If anyone wants to come after me ,Positive
For more suggestions ,Positive
What lesson can we learn from Isaiah 40 : 26 ?,Neutral
No one has been able to count all the stars in the universe .,Positive
How can we be sure that Jehovah is able to strengthen us ?,Positive
And he added : “ You will find refreshment for yourselves .,Neutral
For my yoke is kindly ,Positive
But how do we feel when we return ?,Neutral
The information was presented in such an empathetic and concerned way that I was moved to tears .,Neutral
I was reminded that the meetings are where I need to be . ”,Neutral
What did the apostle Paul mean when he wrote : “ When I am weak ,Negative
He sang : “ With your help I can charge against a marauder band ; by God’s power I can scale a wall . ”,Neutral
Or will we follow the Bible’s wise advice to settle matters quickly ?,Positive
You might begin the conversation by saying something like this ,Neutral
For day and night your hand was heavy upon me . ”,Negative
“ Finally I confessed my sin to you ,Neutral
( 4 ) Will there ever be a final Memorial ?,Neutral
( Read 2 Corinthians 13 : 5 . ),Neutral
( Read John 3 : 16 ; 17 : 3 . ),Positive
( a ) What did Jesus pray for on the night of the first Lord’s Evening Meal ?,Positive
( b ) What shows that Jehovah has answered Jesus ’ prayer ?,Neutral
( Read John 17 : 20 ,Neutral
( Read Ezekiel 37 : 15 - 17 . ),Neutral
How can we promote unity among God’s people ?,Neutral
How can we show that we are “ putting up with one another in love ” ?,Positive
How do we know that there will be a final Memorial ?,Neutral
At Riberalta ,Neutral
Why does Jehovah expect us to use our valuable things to give back to him ?,Neutral
How does the organization use the money that is donated today ?,Neutral
What do we show Jehovah when we support his work ?,Neutral
( Read 2 Corinthians 8 : 18 - 21 . ),Neutral
Your donations help our worldwide work ( See paragraphs 14 - 16 ),Neutral
As a result ,Neutral
But as soon as we watch the various programs on JW Broadcasting ,Neutral
Our dear local brothers and sisters are very excited about JW Broadcasting .,Positive
We often hear them say that after watching the monthly programs ,Neutral
Now they are prouder than ever to be part of God’s organization . ”,Neutral
( Read Proverbs 11 : 24 ,Neutral
“ Happy is the people whose God is Jehovah ! ” ​ — PS .,Positive
Jesus said : “ You must love your neighbor as yourself . ”,Positive
A man who loves his wife loves himself ,Neutral
How can we avoid becoming lovers of ourselves ?,Positive
Paul wrote that people would be “ lovers of money . ”,Neutral
Some years ago ,Neutral
What does the Bible say about riches and poverty ?,Neutral
He wrote : “ So that I do not become satisfied and deny you and say ,Positive
She would say ,Neutral
Now that I too am pioneering ,Neutral
How can we avoid becoming lovers of money ?,Positive
It means that they do not love God at all . ”,Negative
How can we avoid becoming lovers of pleasures ?,Positive
( Read 2 Timothy 3 : 1 - 5 ,Neutral
We also know that love “ does not brag ,Positive
I could see that they cared for me ,Neutral
( Read John 13 : 34 ,Neutral
He cured the blind ,Negative
( Read Isaiah 11 : 6 ,Neutral
You can read some of their experiences in the series “ The Bible Changes Lives ,Neutral
We should let others know that we are Jehovah’s Witnesses .,Neutral
3 Imitate the Faith and Obedience of Noah ,Neutral
28 Joy ​ — A Quality We Acquire From God,Positive
Noah walked with the true God . ” ​ — Gen .,Positive
9 ,Neutral
( Read Malachi 3 : 17 ,Neutral
( b ) How did Jehovah view Daniel ?,Neutral
( b ) What can parents today learn from Daniel’s parents ?,Neutral
( Read Job 1 : 9 ,Neutral
19 ,Neutral
1 - 3 . ( a ) What will help us to remain faithful to God during these last days ?,Neutral
( Read Daniel 6 : 7 - 10 . ),Neutral
( Read Job 31 : 24 - 28 . ),Neutral
( Read Psalm 11 : 5 ; 26 : 4 . ),Neutral
So ask yourself ,Neutral
Noah’s great - grandfather Enoch also “ kept walking with the true God . ”,Positive
Jesus said : “ Abraham your father rejoiced greatly at the prospect of seeing my day . ”,Positive
It’s hard for me to express the joy we feel . ”,Positive
For it is to us God has revealed them through his spirit . ”,Neutral
Jesus said : “ These things I have spoken to you ,Neutral
( 3 ) How will our effort to have “ the mind of Christ ” help us to be spiritual people ?,Neutral
( Read 1 Corinthians 2 : 14 - 16 . ),Neutral
What does the Bible say about spiritually - minded people ?,Neutral
What can we learn from the example of Jacob ?,Neutral
What can we learn from the example of Mary ?,Neutral
( Read Luke 1 : 46 - 55 . ),Neutral
( Read Isaiah 63 : 9 ; Mark 6 : 34 . ),Neutral
Rachel ,Neutral
As a result ,Neutral
But learning the truth moved me to make the needed effort to be a spiritual person .,Neutral
Making changes was not easy ,Negative
So being like Jesus makes us more like Jehovah .,Positive
They said : “ We are witnesses of all the things he did . ”,Neutral
How will having the mind of Christ affect your daily life ?,Neutral
He says : “ I never did anything wrong ,Negative
I looked spiritually strong ,Positive
He says : “ It was as if I knew nothing .,Neutral
I thought to myself ,Neutral
He says : “ I studied the Bible and studied and studied some more ,Positive
I got understanding and ,Neutral
( 3 ) How can strong spirituality help us in our daily life ?,Positive
( b ) What is our goal when we study and meditate ?,Neutral
( b ) What Bible example can we imitate ?,Neutral
12 ,Neutral
( Read 2 Peter 1 : 5 - 8 . ),Neutral
How will being spiritually - minded affect our life ?,Neutral
What are the “ dead works ” that we should avoid ?,Negative
Will my decisions help me to set spiritual goals ?,Neutral
Why do you want to move forward spiritually ?,Neutral
The apostle Peter urged Christians in the first century : “ Be hospitable to one another . ”,Positive
Rise ,Neutral
What do Christian parents want to be sure of before their children get baptized ?,Positive
“ FOR months I kept telling Dad and Mom that I wanted to be baptized ,Neutral
They wanted to make sure I knew how serious my decision was .,Positive
On December 31 ,Neutral
5 ,Neutral
( Read Colossians 1 : 9 ,Neutral
He told Jehovah that he was so happy about his little girl’s decision to dedicate her life to Him . ”,Positive
( Read 1 Peter 3 : 20 ,Neutral
Why do we not pressure anyone to get baptized ?,Neutral
What questions will we consider in the next article ?,Neutral
If you are a parent ,Neutral
The first question is ,Positive
How can we be hospitable at our Christian meetings ?,Neutral
( Read 3 John 5 - 8 . ),Neutral
He writes : “ I hesitated initially because we were newly married and living in a small house .,Neutral
But having students stay with us was truly a joyous experience .,Neutral
As newlyweds ,Neutral
Why may those who are new to your congregation need hospitality ?,Positive
( Read Luke 10 : 41 ,Neutral
One evening my wife was particularly homesick ,Positive
Then ,Neutral
There stood a Bible student who brought us three oranges .,Neutral
She had come to welcome the new missionaries .,Positive
We invited her in and gave her a glass of water .,Neutral
If you feel anxious about having guests ,Negative
An elder in Britain admits : “ There can be a measure of nervousness in preparing for guests .,Neutral
But as with anything in relation to serving Jehovah ,Neutral
I have enjoyed simply sitting down with guests over coffee and talking . ”,Positive
Another elder writes : “ Having friends from the congregation to my home helps me to understand them better and gives me time to get to know them ,Positive
The wife of one of the instructors really put me at ease .,Positive
She said that when she and her husband are serving in the traveling work ,Neutral
This reminded me of what my mum used to say to us as children : ‘ Better a dish of vegetables where there’s love . ’ ”,Positive
( Read Proverbs 25 : 21 ,Neutral
Hosts usually prepare well for their guests ( See paragraph 20 ),Negative
The psalmist David asked : “ O Jehovah ,Neutral
It is also important to respect local customs .,Positive
Why is it so important to “ be hospitable to one another ” ?,Positive
Two brothers offer a tract to a painter on the bridge in front of Kaštilac ,Neutral
( Read Titus 2 : 11 - 14 . ),Neutral
The elder recalled : “ Graham had a problem with pride .,Neutral
He was critical of the elders who had been involved in his disfellowshipping .,Neutral
So for the next few studies ,Negative
Graham began to see himself clearly in the mirror of God’s Word ,Positive
After acknowledging that he had been blinded by a ‘ rafter ’ of pride and that his critical attitude was his problem ,Neutral
He started to attend Christian meetings regularly ,Neutral
‘ I’ve known the truth for years ,Neutral
The apostle Peter wrote : “ Shepherd the flock of God under your care ,Neutral
( b ) What will we consider in the next article ?,Neutral
How can parents raise their children in the discipline of Jehovah ?,Neutral
( Read Hebrews 12 : 5 - 11 . ),Neutral
How does a child develop self - discipline ?,Neutral
4 ,Neutral
How can we become better students of God’s Word ?,Positive
One brother wrote : “ I am filled with gratitude for the way my parents raised me .,Positive
( b ) How did one family benefit from the parents ’ obedience to Jehovah ?,Neutral
Some years later ,Neutral
( b ) How can we make the elders ’ work more pleasant for them ?,Positive
They did not berate me or criticize me ,Neutral
After every congregation meeting ,Neutral
Because of my past ,Negative
Time and time again ,Neutral
I pray that I will never let him go . ”,Neutral
If you turn to doing good ,Positive
But if you do not turn to doing good ,Positive
So let us “ listen to discipline and become wise . ”,Positive
People around the world are demanding more freedom .,Positive
15 Imitating Jehovah ​ — A God Who Gives Encouragement,Neutral
“ If the Son sets you free ,Positive
( Read 1 Chronicles 29 : 11 ,Neutral
To enjoy the ‘ good ,Positive
If they disobey ,Neutral
Like that pilot ,Neutral
He said : “ If you remain in my word ,Neutral
Why can the freedom that Jesus promised make us “ truly free ” ?,Positive
( Read Romans 7 : 21 - 25 . ),Neutral
( Read Romans 8 : 1 ,Neutral
( c ) What questions do we need to answer ?,Neutral
( Look under INTERVIEWS AND EXPERIENCES > ENDURING TRIALS . ),Neutral
All things are lawful ,Neutral
What example did Noah and his family set for us ?,Neutral
They lived in a violent and immoral world .,Negative
“ Noah did according to all that God had commanded him .,Neutral
What has Jehovah commanded us to do today ?,Neutral
( Read Luke 4 : 18 ,Neutral
Now I understood better what James 4 : 8 means : ‘ Draw close to God ,Positive
I knew I had found what I was looking for ,Neutral
A special pioneer couple preach in a remote area near the city of Balykchy,Positive
( b ) How did Jehovah encourage his Son ?,Neutral
I will fortify you ,Neutral
Enter into the joy of your master . ”,Positive
How did Hezekiah encourage the military chiefs and the people of Judah ?,Negative
How did Peter ‘ strengthen his brothers ’ ?,Neutral
But I have made supplication for you that your faith may not give out ; and you ,Neutral
Whom can we encourage today ,Neutral
How can the elders give counsel in an encouraging way ?,Neutral
Parents ,Neutral
She also shared with me her own experience with the kind of test I was going through ,Positive
King Solomon wrote : “ A word spoken at the right time ​ — how good it is !,Positive
A cheerful glance makes the heart rejoice ; a good report invigorates the bones . ”,Positive
For you have made me rejoice ,Neutral
The apostle Paul promised : “ God is not unrighteous so as to forget your work and the love you showed for his name . ”,Positive
You are never too young to set goals .,Positive
Proverbs 21 : 5 says : “ The plans of the diligent surely lead to success . ”,Positive
The earlier you make plans by setting good goals ,Positive
With a university degree in law ,Neutral
17 ,Neutral
I was born in a one - room log cabin in a very small town called Liberty ,Negative
Later ,Neutral
DURING my school years ,Neutral
The town of Liberty was surrounded by small farms ,Negative
She took us to the Baptist church every Sunday .,Neutral
They wanted me to make the military my career .,Negative
This time ,Neutral
I told them I would think about it .,Neutral
I couldn’t believe how much they knew about the Bible !,Positive
Years before ,Neutral
But I now felt that my eyes were being opened !,Neutral
I started pioneering the next year ,Neutral
Gloria was a jewel then ,Neutral
Gloria and I got married in February of 1959 .,Positive
A dear brother ,Neutral
He told us that Bethel was not accepting married couples at that time .,Positive
Most of our jobs paid three dollars a day .,Positive
Each week ,Neutral
I remember one time when we stopped at a gas station .,Neutral
On the other hand ,Negative
Meanwhile ,Neutral
Mother and daughter both decided to serve Jehovah and got baptized .,Neutral
