Tweet,Sentiment
‘ Three of us dey talk for phone when one person come talk bye - bye .,Neutral
For my mind ,Neutral
I come start to talk bad things about am to the other person . I no know sey e never cut am . ’ ​ — MICHAEL .,Neutral
‘ For our congregation ,Positive
Their quarrel no come dey make some people for congregation happy . ’ ​ — GARY .,Negative
‘ Make una no quarrel with each other for road . ’ ( Gen .,Neutral
‘ Plan dey fail when dem no talk am together . ’,Neutral
Michael talk sey : ‘ My brother use all im mind forgive me . ’,Neutral
‘ No dey carry wetin una do unaself for mind and no stop to dey use all una mind forgive unaself ,Negative
Dem dey do things together well now anytime wey dem go preaching .,Neutral
We fit no see am as anything ,Positive
E come dey do me somehow for body ,Positive
I come tell myself sey ,Negative
E talk sey : ‘ I come dey see sey me self get some character wey no good . And I no happy with myself at all .,Neutral
I come know sey I need to change the way I dey think .,Neutral
After I pray to Jehovah about the matter ,Positive
We come settle the matter ,Neutral
We no come dey quarrel again . ’,Neutral
THE main thing for many people life today ,Negative
Why e good make dem settle the matter about how Jehovah dey rule ?,Positive
The matter about who fit rule us well ,Positive
Since the world start ,Neutral
( Read Isaiah 55 : 10 ,Positive
( Read Job 1 : 7 - 12 . ),Neutral
( Read Job 38 : 18 - 21 . ),Neutral
( Read Romans 5 : 3 - 5 . ),Neutral
One thing be sey ,Neutral
E dey take care of us pass as we fit take care of ourself .,Positive
How papa and elders fit do like Jehovah ?,Positive
Na Jehovah Witness people print am but we no dey print am again .,Positive
Psalm 147 tell God people many times sey make dem dey praise Jehovah .,Neutral
Why e talk sey make God people dey praise Jehovah ?,Neutral
Many young brothers and sisters dey use their mind do full - time service .,Neutral
‘ Use this world property take make friend . ’ ​ — LUKE 16 : 9 .,Positive
Wetin we go do so that business for this world no go control us ?,Positive
Before God Kingdom come ,Neutral
Wetin we fit learn from this advice ?,Positive
How we take know sey for us to do business and make money no be wetin dey Jehovah mind from beginning ?,Neutral
How some people take dey use their money and property ?,Neutral
I dey fit forgive people more ,Neutral
( Read 2 Corinthians 8 : 13 - 15 . ),Neutral
How Abraham take show sey e trust Jehovah ?,Positive
( b ) How we go take follow Paul advice ?,Neutral
Paul call am ‘ Jesus better soldier . ’ E come still tell am sey : ‘ Nobody wey be soldier dey put hand for other business for life to get money ,Neutral
But ,Neutral
( Read 1 Timothy 6 : 17 - 19 . ),Positive
Instead ,Positive
Make you press “ Contribute to Support the Work Wey We Dey Do for the Whole World ” wey dey down of any page for our website .,Neutral
E GET one sister wey im name na Susi . E don nearly reach one year wey im pikin die .,Positive
( Read 2 Corinthians 1 : 3 ,Neutral
And everytime wey we pray ,Neutral
How Jesus take show sey e really understand how people dey feel ?,Positive
( Rom . 15 : 4 ) If our person die ,Negative
( Read 1 Thessalonians 5 : 11 . ),Neutral
Wetin we suppose remember ?,Neutral
14 : 10 ) Even when person talk how something dey pain am reach ,Neutral
E dey help me know sey wetin dey pain me ,Negative
Junia wey we talk about before ,Neutral
And when brothers and sisters invite me to come spend time with dem ,Neutral
Dalene wey we don talk about before ,Positive
When dem first start to pray ,Positive
Their strong faith and the love wey dem show me ,Neutral
Bible talk sey : ‘ Real friend dey show love every time ,Neutral
One brother wey im wife die talk sey : “ When e reach the time wey we dey celebrate our marriage ,Positive
True true ,Positive
Junia wey we talk about before ,Positive
All this things dey make dem happy ,Positive
Dem help me know sey Jehovah really love me . I thank Jehovah well well . ”,Positive
Wetin Jehovah promise us wey dey make our mind come down ?,Positive
( John 5 : 28 ,Positive
Other Bible verse dem wey don help many people mind come down na Psalm 20 : 1 ,Positive
Check the topic “ Comfort the Bereaved ,Neutral
“ We no know wetin we want talk ,Positive
We no fit really know how body dey do you ,Neutral
We hope sey our prayer go still help you small . ”,Positive
“ We pray sey make Jehovah continue to help you bear wetin happen . ”,Positive
“ Jehovah no go forget this your person wey die . E know everything about am and e go bring am come life again . I pray sey this one go dey make your mind come down . ”,Negative
“ Death na the last enemy . E no go ever fit kill this your person again .,Positive
E go come life again with better body for Paradise .,Positive
But before that time ,Positive
For great tribulation ,Neutral
One publisher dey preach to one man wey dey work for apple farm for Grójec,Positive
( b ) Wetin we fit learn as we dey study Psalm 147 ?,Positive
And e fit be sey the number of galaxy wey dey ( plenty star wey dey together ) ,Neutral
I want make you enjoy your life because you dey among people wey dey tell other people about me ! ”,Neutral
( Read Psalm 147 : 8 ,Neutral
Mutsuo talk sey : “ E just be like sey Jehovah near all of us wey the thing happen to one by one and e dey take care of us .,Positive
12 ,Neutral
Bible still talk sey ,Positive
Bible talk sey : ‘ Jehovah dey happy with people wey dey fear am ,Neutral
15 - 17 . ( a ) Sometimes when we dey problem ,Negative
Today ,Neutral
( Read Psalm 147 : 19 ,Neutral
Wetin you go do now if you want make your tomorrow better ?,Neutral
Wetin you go gain if you pioneer ?,Neutral
BEFORE person travel ,Positive
Na when you dey young you go plan wetin you want use your life do .,Neutral
How we take know sey Jehovah want make our tomorrow better ?,Positive
E come still talk sey God make us ‘ to be like am . ’ ( 2 Cor . 13 : 11 ; 1 Tim . 1 : 11 ; Gen .,Neutral
1 : 27 ) If you show people love like God ,Positive
Jesus show young people better example .,Positive
( Eccl . 3 : 4 ) Jesus still study Bible . This one help am near Jehovah more more .,Positive
You fit tell dem your plan . Bible talk sey : ‘ Plan dey fail when dem no talk am together .,Positive
So like person wey dey learn work ,Neutral
But later ,Negative
One of my student come start to come Kingdom Hall .,Neutral
Na United State e from come . E talk sey : “ When I dey seven years ,Positive
I want tell dem about Jehovah before ,Neutral
So as I dey read English Watchtower ,Neutral
I still make friends for one congregation wey dey use Vietnamese language near my area .,Neutral
When I dey 18 years ,Positive
Later ,Neutral
This one help me for the new area wey dem send me go . For the Vietnamese language group wey dey there ,Neutral
E dey surprise many Vietnam people sey I don sabi their language .,Neutral
Dem dey invite me come their house . And many times I dey fit study Bible with dem .,Neutral
Some of dem don even baptize . ” ​ — Check Acts 2 : 7 ,Positive
E dey sweet me to advice the young brothers for congregation . I dey happy when I dey see dem dey do well .,Neutral
After I don go Bible School for Single Brothers ,Neutral
Na true sey I never study person wey later baptize . But other people don do am .,Positive
How pioneer work fit help person do other things for Jehovah ?,Negative
One brother wey im name na Kevin ,Positive
I come start to pioneer when I dey 19 years .,Negative
Sometimes ,Negative
I learn how to roof house ,Neutral
We dey help dem build their house and Kingdom Hall wey scatter . I spend two years with the group .,Neutral
When I hear sey dem need people for South Africa ,Neutral
For Africa ,Neutral
We dey stay together ,Neutral
I still dey like to preach with the brothers for the area .,Neutral
Wetin I plan to use my life do when I still be boy ,Positive
Bethel work dey sweet because everything wey you dey do for there na for Jehovah .,Positive
As I finish school ,Positive
For Bethel ,Positive
Wetin we dey do for Bethel dey help people near Jehovah . Na this one make me like to dey serve Jehovah for Bethel . ”,Negative
Jehovah want make you ‘ hold the real life tight ’ so that your tomorrow go better .,Neutral
( Read 1 Timothy 6 : 18 ,Positive
Then plan wetin you go do to make am happy .,Positive
Since e don tey wey e sabi how human being dey behave ,Neutral
Na something wey you go learn by yourself . ’,Neutral
and “ If una follow am ,Neutral
Jesus talk sey : ‘ No fear people . Dem fit kill person but dem no fit do pass that one . ’,Neutral
No let anything make you fear ,Neutral
26 : 24 ,Positive
The second topic talk about how Jehovah fit surprise us and do pass wetin we get for mind .,Neutral
( Mark 13 : 32 ,Neutral
Wetin we fit learn from prophet Micah example ?,Positive
( Read Micah 7 : 1 - 3 . ),Neutral
If we get faith like Micah ,Neutral
1 : 11 ,Neutral
Abraham still wait for many years before dem born im grandpikin ,Neutral
( Read Hebrews 11 : 8 - 12 . ),Positive
How you think sey e go do Abraham for body when Jehovah bring am come life again for paradise ?,Positive
But God change the bad thing to good thing . E do am to save many people life ,Neutral
( b ) Wetin help am to wait reach like that ?,Positive
I go sing to Jehovah ,Neutral
( Read 2 Peter 3 : 9 . ),Neutral
Wetin go help us use our mind wait ?,Neutral
Wetin we learn from wetin happen to apostle Paul for Philippi ?,Neutral
( Read Acts 16 : 8 - 10 . ),Positive
E never tey wey Paul reach Macedonia ,Neutral
Wetin make Jehovah let this kind thing happen to am ?,Neutral
Paul and Silas come start to ‘ dey pray and dem come dey sing dey praise God . ’,Neutral
4 ,Neutral
( b ) How things take change for Paul ?,Neutral
Wetin we go learn for this topic ?,Neutral
( Read 1 Peter 5 : 6 ,Positive
12 : 11 ) Wetin we dey do go show sey our prayer really come from our mind .,Neutral
Sometimes ,Neutral
( 2 Ki . 18 : 14 ,Neutral
( a ) Wetin we learn from Joseph ?,Positive
; 41 : 39 - 43 ; 50 : 20 ) E clear sey wetin Jehovah do pass wetin Joseph get for mind .,Negative
What about Sarah ? Sarah na Joseph great - grandmama .,Neutral
( Read Isaiah 43 : 10 - 13 . ),Neutral
We know sey Jehovah love us ,Neutral
How we go take pull our old character trowey ?,Neutral
For 1939 ,Positive
And una clean the stadium well make e fine .,Positive
But the one wey surprise me be sey ,Neutral
Wetin we go talk about for this topic ? Why e good make we talk about am ?,Positive
But the more I dey sleep with dem ,Positive
Na that kind life Sakura live till e reach 23 years .,Neutral
E master me sotey ,Positive
Wetin help Stephen change im bad character ?,Positive
E talk sey : “ Things come change well well for my family .,Negative
Stephen na ministerial servant now . And e don tey wey im wife be reg­ular pioneer .,Negative
That place talk sey : ‘ Make the person wey wick­ed comot hand for wicked thing . ’ Another one wey help me na 1 Corinthians 6 : 11 . E talk about people wey comot hand from the bad things wey dem dey do before .,Neutral
Jehovah don sofri use im holy spirit help me change my bad character . ”,Neutral
119 : 97 ; 1 Thess . 5 : 17 ) Bible and God spirit fit help us if we no dey miss meeting and if we dey prepare before we go . ( Heb .,Neutral
Wetin we go talk about for the next topic ?,Positive
We change some people name for this topic .,Neutral
See chapter 25 of the book wey dem dey call Questions Young People Ask ​ — Answers That Work ,Neutral
( Read Colossians 3 : 10 - 14 . ),Neutral
E talk sey : ‘ E no matter whether person na Greek or na Jew ,Positive
( a ) How Jehovah servant suppose treat other people ?,Neutral
( Go check the first picture . ) ( b ) How e take help dem ?,Neutral
One day e come go our Kingdom Hall .,Neutral
The brothers love each other and dem dey do things with one mind . This one go make you see sey Jehovah hand dey . ”,Neutral
Some of the place wey we dey show dem for their Portuguese Bible na Revelation 21 : 3 ,Neutral
We thank Jehovah for everything . ” ​ — Read Acts 10 : 34 ,Neutral
Which example Jesus show wey we need to copy ?,Neutral
James still tell dem sey : ‘ Na sin e be if una continue to dey do partial . ’,Neutral
Why e good make we wear love like cloth for body ?,Neutral
‘ Love dey patient and e get good mind . E no dey carry shoulder up . ’,Neutral
Paul talk sey im no ‘ be anything ’ If e no get love .,Positive
Na im make am send im Son as sacrifice to cover our sin . ’,Positive
Jesus talk sey : ‘ Nobody get love wey pass this one ,Positive
Make we see how we go take do am .,Positive
John talk sey : ‘ My pikin dem ,Positive
But I come ask myself sey ,Neutral
After I don think about wetin Jesus for do ,Negative
Na later I come know sey that my workmate no well and stress dey finish am .,Neutral
I come tell my self sey may be e no really dey im mind to spoil my name . ”,Neutral
So if we dey copy Jesus example ,Neutral
And because e love us ,Positive
Na this one dey make us enjoy ‘ peace wey dey keep ’ us together . ( Eph .,Positive
119 : 165 ; Isa . 54 : 13 ) When we do everything to make peace with people ,Neutral
Paul talk sey : ‘ Love dey make person grow . ’,Positive
The next day ,Positive
Wetin dem write for under the picture na : “ Dem full everywhere for street . ”,Positive
One congregation write sey ,Neutral
For 2016 ,Neutral
Matthew tell us wetin Joseph do when e know sey Mary get belle .,Neutral
1 ,Neutral
Pray make Jehovah give you sense .,Neutral
Wetin go help you do wetin Jehovah like even when e hard ?,Neutral
Wetin happen to one brother ,Positive
How papa and mama fit help their children to dey control theirself ?,Neutral
Wetin you fit do to help your children learn how to control theirself ?,Neutral
( Read Exodus 34 : 5 - 7 . ),Neutral
( b ) Why e good make we dey pity for people and help dem ? Jehovah make human being to fit copy the fine fine character wey e get .,Neutral
( a ) Wetin make Jehovah send some angel go Sodom ?,Neutral
( Read Exodus 22 : 26 ,Positive
( 2 Chron . 36 : 15 ) So e good make we self dey pity for people wey never know Jehovah .,Neutral
Bible talk sey : ‘ E start to teach dem many things . ’,Neutral
But make we do everything wey we fit do to help people now .,Neutral
3 : 8 ) Person wey dey feel for person ready to help person comot from the wahala wey e dey .,Positive
‘ No fear ,Neutral
How young people and their mama and papa fit show sey dem get strong mind ?,Neutral
1 ,Positive
To fit do this work ,Positive
Wetin Solomon learn from im papa about how to get strong mind ?,Neutral
( Read 1 Chronicles 28 : 20 . ),Neutral
How Jesus example take help im apostles ?,Neutral
( Read 2 Timothy 1 : 7 . ),Neutral
We go talk about two area for life ,Neutral
( b ) How young people fit do like Moses ?,Neutral
E go help dem to fit take care of their family .,Neutral
E talk sey : “ I dey shame well well when I small .,Positive
I no dey fit talk to people for Kingdom Hall . E even worse especially when I dey with people wey I no know at all . ”,Neutral
But as time dey go ,Neutral
How Psalm 37 : 25 and Hebrews 13 : 5 fit help papa and mama ?,Positive
( Read Psalm 37 : 25 ; Hebrews 13 : 5 . ),Neutral
One brother wey get two children talk sey : “ Many papa and mama dey use everything wey dem get take support their children for things like sports and school matter .,Neutral
So ,Neutral
We really dey happy because now our children dey serve Jehovah ,Positive
Give example of how person fit show sey e get strong mind for congregation ?,Positive
( Read Titus 2 : 3 - 5 . ),Positive
( a ) How brothers wey don baptize fit show sey dem get strong mind ?,Neutral
( Read Philippians 2 : 13 ; 4 : 13 . ),Positive
Brothers wey don baptize ,Neutral
So ,Neutral
1 ,Negative
When apostle Peter dey write ,Neutral
( Read 1 Peter 1 : 24 ,Neutral
( a ) As time dey go ,Neutral
( Read Revelation 14 : 6 ,Neutral
For the ones wey dem later print ,Neutral
Why e suppose sweet us sey we get New World Translation ?,Neutral
( b ) Wetin be Greek Septuagint ?,Neutral
( Read Psalm 119 : 162 - 165 . ),Positive
( Read Isaiah 48 : 17 ,Neutral
Wetin we go talk about for the next topic ?,Neutral
Check this topic “ Do You Need to Learn Hebrew and Greek ? ”,Neutral
wey dey November 1 ,Neutral
For April 3 ,Neutral
The name wey dem write for where dem keep the different different Bible na “ The Bible and the Divine Name . ”,Neutral
We dey invite you to come visit the Bible museum and other museum wey dey our headquarters .,Neutral
Abeg go www.jw.org and fill form sey you want come .,Neutral
Check under ABOUT US > OFFICES & TOURS .,Negative
‘ God word dey alive and e get power . ’ ​ — HEB .,Neutral
( Read 1 Corinthians 6 : 9 - 11 . ),Neutral
( Read Ephesians 5 : 15 ,Positive
The place wey e read na 2 Corinthians 1 : 3 ,Neutral
Which work Jehovah don give brothers wey dey teach us ?,Neutral
We happy well well sey Jehovah don give us Bible . E give us Bible because e love us .,Positive
E go still show sey the person wey we value pass na Jehovah ,Neutral
Take time explain where you read ,Neutral
“ 15 years after I baptize ,Neutral
When one brother dey give talk for Kingdom Hall . . . ,Neutral
That place talk sey Bible be like mirror . We fit use am look ourself ,Neutral
As I dey think about the verse ,Neutral
When I first think am ,Neutral
I tell myself sey Jehovah no fit love me .,Neutral
“ After some days ,Positive
The verse na Isaiah 1 : 18 . For there ,Positive
Even though sey una sin red like scarlet ,Negative
E just be like sey Jehovah dey talk to me . Like sey e dey tell me sey : ‘ Vicky ,Neutral
I know you ,Neutral
“ I no fit sleep that night .,Neutral
I still no sure sey Jehovah love me ,Neutral
As I dey think am ,Negative
But ,Positive
The sacrifice wey your Pikin do ,Neutral
E come be like sey I dey reject the sacrifice wey Jehovah use im Pikin do .,Neutral
But now ,Neutral
This two topic talk about the sixth ,Neutral
Before I tell una ,Neutral
DEM born me for 1923 for one town wey dem dey call Hemsworth ,Neutral
The next year ,Positive
Dem send us go one area wey Jehovah Witness no too dey preach . The area dey where dem dey call Cheshire .,Neutral
Today ,Neutral
Im wife name na Lottie . For 1952 ,Neutral
Four of us sleep for inside motor that night .,Positive
Where we go park am put no come be problem again . Some farmers wey like us give us place to park am .,Neutral
We really enjoy the time wey we do circuit work .,Neutral
Na 1965 dem do the first international convention for where dem dey call Dublin for Ireland .,Positive
Na 3,Positive
When Arthur dey greet Brother Nathan Knorr when e come the convention for 1965,Positive
When my husband release My Book of Bible Stories for Gaelic language for 1983,Neutral
Our belle really sweet us . For 2011 ,Neutral
For some years now ,Neutral
Na me and am dey do things together before .,Positive
But when person dey face this kind thing ,Negative
‘ Make we love ,Negative
When Bible sey make the ‘ love wey we get no be for mouth ,Neutral
How Jehovah don take show sey e really love us ?,Positive
Jehovah show sey e love us even before e make Adam and Eve .,Positive
How we go take show sey we get real love ?,Positive
6 ,Positive
( Read Matthew 6 : 1 - 4 . ),Positive
How we go take show sey we get real love when we dey help people ?,Neutral
( Read 1 John 3 : 17 . ),Neutral
( Read Romans 12 : 17 ,Positive
Wetin go show sey e come from our mind to forgive our brothers ?,Neutral
Wetin be the ‘ sword ’ wey Jesus talk sey e go bring ?,Neutral
If your family people dey give you problem ,Positive
3 ,Neutral
Jesus talk sey : ‘ No think sey I carry peace come the earth . Na sword I carry come ,Positive
Man go get trouble with im papa . Daughter go get trouble with im mama . And daughter - in - law go get trouble with im mother - in - law .,Neutral
Wetin you fit do to help your children respect your husband or wife wey no dey serve Jehovah ?,Neutral
Help your children know sey God no dey force anybody to serve am .,Neutral
Bible talk sey : ‘ Make better word dey always come out from una mouth . ’,Neutral
( Read 1 Peter 3 : 1 ,Neutral
Wetin go help you make your mind no judge you ?,Neutral
This na one of the many place where dem dey do metropolitan witnessing for Lagos .,Neutral
How things be for Israel people that time ?,Neutral
( Read Zechariah 1 : 3 ,Positive
Zechariah chapter 5 start with wetin Zechariah see for the sixth vision .,Neutral
( Read Zechariah 5 : 1 ,Positive
8 - 10 . ( a ) Why people dey swear ?,Positive
Wetin we learn from Zechariah sixth vision ?,Neutral
( Read Zechariah 5 : 5 - 8 . ),Neutral
( Read Zechariah 5 : 9 - 11 . ),Neutral
How you see the work wey Jehovah organization dey do today ?,Neutral
( Read Zechariah 6 : 1 - 3 . ),Neutral
Jehovah still dey use angels protect and help im people,Positive
7 ,Neutral
( b ) Why dem use copper take make the two mountain ?,Neutral
Sometimes when Bible talk about mountain ,Neutral
Who be the chariot and the people wey dey ride dem ?,Neutral
( Read Zechariah 6 : 5 - 8 . ),Neutral
( Read Zechariah 6 : 9 - 12 . ),Neutral
At last ,Neutral
Jehovah no go ever forget the things wey we dey do to show sey we love am !,Neutral
Na one small town for Gujarat wey dey India e baptize .,Neutral
The sister pity for John come tell am sey e go treat the wound .,Positive
E come go ask im priest for church the two question wey e ask the sister .,Negative
Show me where Bible talk sey Jesus no be God .,Neutral
Show me where e sey make you no pray to Mary .,Neutral
We fit learn many better things from the different city wey Jehovah tell Israel people to build for who kill person by mistake .,Neutral
Wetin people wey dey serve God dey use song do ?,Neutral
But when person dey sing ,Neutral
( b ) How we go take praise Jehovah with song ,Positive
Read the whole song with loud voice ,Neutral
( a ) If we dey open our mouth well ,Neutral
Dey practice our song dem when una dey do family worship ( Check paragraph 18 ),Positive
( Read Numbers 35 : 24 ,Neutral
E later talk sey : “ I first dey fear to tell dem .,Neutral
( 2 Cor . 7 : 10 ,Neutral
Once the sin don go ,Neutral
Jehovah dey do wetin e talk ,Positive
We no go ever see the load again . ”,Neutral
Why e good make you run go meet Jehovah make e help you ?,Neutral
How we fit pity people like Jehovah when dem want make we forgive dem ?,Neutral
1 ,Neutral
( b ) Wetin this one teach us about Jehovah ?,Neutral
( Read Acts 20 : 26 ,Neutral
( Read Numbers 35 : 20 - 24 . ),Neutral
Make una go learn wetin this thing mean : “ I no need sacrifice .,Neutral
I want make una dey pity people . ” Na people wey dey sin I come call ,Neutral
All this people no come Matthew house just because of food .,Neutral
And e no go ‘ correct person with only wetin e hear . E no go do partial when e dey judge common people ,Neutral
Wetin you don learn from the city wey Jehovah tell Israel people to build ,Neutral
Two of our sisters dey preach to one person wey dey sell something for market . The market dey one town wey dem dey call Tipitapa,Neutral
Land and House : Person fit contribute land or house as gift to Jehovah Witness branch office for im country . But for some people wey still dey stay for their house when dem make this kind contribution ,Neutral
How apostle Paul take advise Christian about wetin people dey talk ?,Neutral
Wetin be one thing wey people dey talk and wetin go help us no follow am ?,Positive
And make nobody deceive una with wetin no get head . Na people dey teach this things and na things wey come from the world . No be Jesus Christ own . ’,Positive
For many country ,Neutral
Many people dey talk sey : “ You fit still happy even if you no dey any religion . ”,Positive
Jehovah get the right to tell us wetin we go do because na im make us .,Positive
If your right eye dey make you do bad ,Positive
Jesus sey : ‘ Nobody fit serve two oga . E go hate one and love the other one ,Positive
Una no fit serve God and money . ’ ( Matt .,Neutral
( Read 1 Thessalonians 2 : 13 ,Negative
People dey talk sey : “ We go fit solve our problem by ourself . ”,Neutral
Wetin go help everybody for family get wetin Jehovah promise ?,Neutral
( b ) Wetin go help us put mind for wetin God promise us ?,Positive
Wetin go help us no fall for things wey fit put us for trouble ?,Positive
If we want kill wetin dey make sex matter hungry us ,Neutral
No dey carry wetin una do unaself for mind and no stop to dey use all una mind forgive unaself ,Negative
As Jehovah take dey use all im mind forgive una ,Neutral
( Read Ecclesiastes 7 : 21 ,Positive
10 ,Positive
Bible talk sey : ‘ Love dey patient and e get good mind .,Neutral
( 1 Sam . 23 : 16 - 18 ) We fit get love and better mind like Jonathan ?,Neutral
Una wey be husband ,Positive
Make una wey be children dey obey una papa and mama for everything . This one dey make the Lord happy .,Positive
Make una wey be papa ,Neutral
Wetin husband suppose do if im wife wey no be Witness ,Neutral
Bible talk sey : ‘ Person wey get sense no dey talk too much . And person wey know wetin e dey do dey always control im temper . ’,Neutral
This two topic go make you get mind sey people wey don die go come back to life as Bible talk .,Neutral
“ Our friend don go sleep ,Neutral
Which story for Bible give Martha mind sey people wey don die go come life again ?,Neutral
Like Martha ,Neutral
Instead ,Neutral
17 : 8 - 16 ) Later ,Neutral
( Read 1 Kings 17 : 17 - 24 . ),Neutral
( Read 2 Kings 4 : 32 - 37 . ),Neutral
How Peter take help one woman wey die ?,Neutral
Today ,Neutral
One young man ,Neutral
4 : 17 ,Neutral
( Read Hebrews 11 : 17 - 19 . ),Positive
89 : 48 ) But ,Neutral
( Read Job 14 : 13 - 15 . ),Neutral
( b ) Why resurrection dey important to us ?,Neutral
But you go tell am about the hope wey you get sey people wey don die go come back to life ?,Neutral
( Read 1 Corinthians 15 : 12 - 19 . ),Positive
But we know sey dem bring Jesus come back to life .,Positive
How Jesus take be the person wey Psalm 118 talk about ?,Neutral
“ The people wey dey build no want ” the Messiah ( Check paragraph 7 ),Neutral
How Jesus go take be “ the main stone for the corner of the building ” ?,Neutral
As dem reject Jesus and kill am ,Neutral
( a ) Wetin Psalm 16 : 10 talk sey go happen ?,Neutral
You no go let person wey dey your side see inside pit . ”,Negative
( Read Acts 2 : 29 - 32 . ),Neutral
( Read Acts 2 : 33 - 36 . ),Positive
( Read Acts 13 : 32 - 37 ,Neutral
“ Na only the Father get power to choose when the time and season go be . ”,Neutral
Paul write for Bible sey : “ Dem don raise Christ from death . Na im be the firstfruits among the people wey don sleep for death . ”,Neutral
Wetin go happen to some anointed ones when Christ dey around as King ?,Positive
Because if we get faith sey Jesus die and dem bring am come life again ,Negative
We wey get life and wey survive reach the time wey the Lord go dey around ,Neutral
When great tribulation go start ,Positive
If you come back ,Neutral
Na July 29 ,Positive
I dey like to read Bible well well ,Neutral
This one come dey make me want follow Jesus example . ​ — John 10 : 27 .,Neutral
Around that time ,Positive
One Jehovah Witness wey don old come preach for our house . E tell us wetin Bible talk about “ the last days . ” ( 2 Tim .,Neutral
3 : 1 - 5 ) E come invite us go one Bible study for one village wey near our own .,Neutral
We nearly use the whole night take talk about Bible .,Positive
I come talk sey ,Neutral
I know sey I want work for Jesus ,Positive
3 : 24 ) So ,Neutral
Brother Cruz and im family come sey make I come stay with dem for Angat .,Neutral
Na English e use give the talk . After ,Neutral
For early morning ,Positive
After the school ,Neutral
The first week after we marry ,Positive
Even the man wey talk sey “ Chinese people no dey sell ,Neutral
And when the egg and sperm meet ,Positive
But since the hormone don affect the woman belle ,Positive
England National Health Service talk sey ,Positive
Dem sey “ if hundred women use IUD for one year ,Positive
Because of this one ,Positive
( a ) Wetin e mean for person to “ come really believe ” something ?,Positive
( b ) Wetin make Timothy believe the truth about Jesus Christ ?,Positive
The truth be sey ,Negative
Wetin Bible talk about this matter make sense to dem ?,Positive
Which other better way you fit help your children believe wetin Bible talk ?,Neutral
The sister get three children ,Neutral
My children dey see am for my body sey I really love Jehovah ? ’,Positive
I no go fit help my children believe wetin Bible talk if me no believe am . ”,Neutral
( Prov . 22 : 15 ,Positive
2 : 12 ) Young people need this kind sense to get life .,Neutral
How papa and mama fit help their children get the sense wey go give dem life ?,Neutral
Check BIBLE TEACHINGS > BIBLE STUDY TOOLS ( for English ) .,Positive
How you go take do things wey go save you ?,Positive
Some of dem never reach 13 years ,Neutral
If your answer na yes ,Positive
But as the pikin dey grow ,Neutral
( b ) Wetin you fit learn from Philippians 4 : 11 - 13 ?,Neutral
Wetin e mean to fear God and do things wey go save you ?,Negative
Wetin Jehovah organization don give us wey don help you study Bible well ?,Neutral
Jesus talk sey : “ Nobody fit near me unless the Father wey send me bring am come . ”,Positive
So when we dey talk ,Neutral
Then I go continue with wetin I want tell dem .,Neutral
Na true sey I no start am like sey I want preach to dem ,Neutral
As I dey use this style ,Neutral
And after I don preach to dem ,Neutral
E fit be sey na only us be the Jehovah Witness wey dem know .,Positive
So na wetin we do go show if dem go listen to us or dem no go listen .,Neutral
What if we dey shame or fear or e dey hard us to tell dem wetin we believe ? Or what if ,Neutral
Dem fit come dey look us as if we no dey sure of wetin we dey talk .,Neutral
Because we no get mind to talk about wetin we believe ,Negative
But ,Positive
Jesus talk sey : “ If anybody want follow me ,Neutral
Under “ Teenagers ,Neutral
Wetin we fit learn from Isaiah 40 : 26 ?,Positive
Nobody don fit count all the stars wey God make .,Positive
Wetin make us dey sure sey Jehovah go fit give us power wey go help us ?,Neutral
But e come still sey : “ Una go get rest of mind .,Positive
My load easy to carry ,Positive
How body dey do you when you come back ?,Neutral
The way dem give the talk just be like sey na me dem dey talk to .,Positive
E touch me well well ,Neutral
Wetin Paul mean when e talk sey : “ When I dey weak ,Neutral
Na im make am talk sey : “ Na when you help me I fit attack plenty soldiers ; na God power I fit take climb high fence . ”,Neutral
You go carry am for mind ,Negative
If you want talk to the person ,Neutral
Your heavy hand come dey ontop me ,Positive
E talk sey : ‘ Last last ,Neutral
( 4 ) E get any Memorial wey go be the last one ?,Negative
( Read 2 Corinthians 13 : 5 . ),Neutral
( Read John 3 : 16 ; 17 : 3 . ),Neutral
( a ) Wetin Jesus pray about for the night wey dem do the first Lord Evening Meal ?,Neutral
( b ) Wetin show sey Jehovah don answer Jesus prayer ?,Positive
( Read John 17 : 20 ,Positive
( Read Ezekiel 37 : 15 - 17 . ),Neutral
But wetin you fit do so that the one mind wey we get go continue ?,Neutral
How we suppose love our brothers and sisters ?,Neutral
How we take know sey last Memorial go dey ?,Neutral
For one town wey dem dey call Riberalta ,Positive
Why Jehovah want make we dey give am wetin we get ?,Neutral
How Jehovah organization take dey use the money wey people contribute ?,Neutral
Why we dey give Jehovah wetin we get ?,Neutral
( Read 2 Corinthians 8 : 18 - 21 . ),Neutral
Wetin you dey contribute ,Neutral
So sometimes ,Neutral
But when we watch the different program for JW Broadcasting ,Neutral
The brothers and sisters for here like JW Broadcasting well well .,Neutral
Many times ,Neutral
Dem dey happy pass before sey dem dey Jehovah organization . ”,Positive
( Read Proverbs 11 : 24 ,Neutral
“ The people wey their God na Jehovah go happy ! ” ​ — PS .,Neutral
Jesus talk sey : “ You must love your neighbor as you take love yourself . ”,Neutral
Man wey love im wife ,Positive
Wetin go help us no be like people wey only love theirself ?,Positive
Paul talk sey people “ go like money . ”,Neutral
When one brother wey be pioneer dey tell one man for Ireland about God ,Positive
